country,year,women_murdered
Brunei,2006,NA
Brunei,2007,NA
Brunei,2008,NA
Brunei,2009,NA
Brunei,2010,NA
Brunei,2011,0.586
Brunei,2012,NA
Brunei,2013,NA
Brunei,2014,NA
Brunei,2015,NA
Canada,1949,0.648
Canada,1950,0.83
Canada,1951,0.698
Canada,1952,0.87
Canada,1953,0.887
Canada,1954,0.772
Canada,1955,0.969
Canada,1956,0.826
Canada,1957,0.991
Canada,1958,0.661
Canada,1959,1.1
Canada,1960,0.892
Canada,1961,1.05
Canada,1962,1.06
Canada,1963,1.06
Canada,1964,1.1
Canada,1965,0.988
Canada,1966,1.31
Canada,1967,1.33
Canada,1968,1.21
Canada,1969,1.57
Canada,1970,1.53
Canada,1971,1.72
Canada,1972,1.77
Canada,1973,1.83
Canada,1974,1.81
Canada,1975,1.69
Canada,1976,1.7
Canada,1977,1.54
Canada,1978,1.71
Canada,1979,1.32
Canada,1980,1.7
Canada,1981,1.55
Canada,1982,1.63
Canada,1983,1.42
Canada,1984,1.49
Canada,1985,1.35
Canada,1986,1.47
Canada,1987,1.24
Canada,1988,1.51
Canada,1989,1.44
Canada,1990,1.65
Canada,1991,1.33
Canada,1992,1.13
Canada,1993,1.18
Canada,1994,1.05
Canada,1995,1.12
Canada,1996,0.951
Canada,1997,1.04
Canada,1998,0.936
Canada,1999,0.824
Canada,2000,0.823
Canada,2001,0.956
Canada,2002,0.781
Canada,2003,0.882
Canada,2004,0.869
Canada,2005,NA
Canada,2006,NA
Canada,2007,NA
Canada,2008,NA
Canada,2009,NA
Canada,2010,NA
Canada,2011,NA
Canada,2012,NA
Canada,2013,NA
Canada,2014,NA
Canada,2015,NA
Switzerland,1949,NA
Switzerland,1950,0.853
Switzerland,1951,1.04
Switzerland,1952,1.36
Switzerland,1953,1.21
Switzerland,1954,1.04
Switzerland,1955,0.493
Switzerland,1956,0.861
Switzerland,1957,0.413
Switzerland,1958,0.825
Switzerland,1959,0.584
Switzerland,1960,0.791
Switzerland,1961,1.24
Switzerland,1962,0.835
Switzerland,1963,0.689
Switzerland,1964,0.59
Switzerland,1965,0.763
Switzerland,1966,0.769
Switzerland,1967,0.745
Switzerland,1968,0.431
Switzerland,1969,0.558
Switzerland,1970,0.967
Switzerland,1971,1.01
Switzerland,1972,0.467
Switzerland,1973,0.763
Switzerland,1974,0.892
Switzerland,1975,0.908
Switzerland,1976,0.798
Switzerland,1977,0.665
Switzerland,1978,1.1
Switzerland,1979,1.22
Switzerland,1980,1.15
Switzerland,1981,1.02
Switzerland,1982,1.15
Switzerland,1983,0.748
Switzerland,1984,1.84
Switzerland,1985,1.2
Switzerland,1986,1.44
Switzerland,1987,0.94
Switzerland,1988,1.14
Switzerland,1989,1.36
Switzerland,1990,1.16
Switzerland,1991,1.25
Switzerland,1992,1.33
Switzerland,1993,1.35
Switzerland,1994,0.89
Switzerland,1995,0.77
Switzerland,1996,1.14
Switzerland,1997,0.665
Switzerland,1998,0.806
Switzerland,1999,0.921
Switzerland,2000,0.826
Switzerland,2001,1.05
Switzerland,2002,0.705
Switzerland,2003,0.905
Switzerland,2004,0.992
Switzerland,2005,0.739
Switzerland,2006,0.639
Switzerland,2007,0.478
Switzerland,2008,0.734
Switzerland,2009,0.45
Switzerland,2010,0.533
Switzerland,2011,0.395
Switzerland,2012,0.587
Switzerland,2013,NA
Switzerland,2014,NA
Switzerland,2015,NA
Czechoslovakia,1949,NA
Czechoslovakia,1950,NA
Czechoslovakia,1951,NA
Czechoslovakia,1952,1.11
Czechoslovakia,1953,0.949
Czechoslovakia,1954,1.09
Czechoslovakia,1955,0.951
Czechoslovakia,1956,0.95
Czechoslovakia,1957,0.679
Czechoslovakia,1958,0.871
Czechoslovakia,1959,0.942
Czechoslovakia,1960,0.889
Czechoslovakia,1961,0.885
Czechoslovakia,1962,0.854
Czechoslovakia,1963,0.786
Czechoslovakia,1964,0.958
Czechoslovakia,1965,0.851
Czechoslovakia,1966,0.914
Czechoslovakia,1967,1.09
Czechoslovakia,1968,1.14
Czechoslovakia,1969,1.13
Czechoslovakia,1970,1.01
Czechoslovakia,1971,0.867
Czechoslovakia,1972,0.91
Czechoslovakia,1973,1.04
Czechoslovakia,1974,1.14
Czechoslovakia,1975,0.832
Czechoslovakia,1976,0.946
Czechoslovakia,1977,0.828
Czechoslovakia,1978,0.982
Czechoslovakia,1979,1.01
Czechoslovakia,1980,0.967
Czechoslovakia,1981,0.859
Czechoslovakia,1982,1.16
Czechoslovakia,1983,0.922
Czechoslovakia,1984,1.17
Czechoslovakia,1985,0.965
Czechoslovakia,1986,1.2
Czechoslovakia,1987,0.932
Czechoslovakia,1988,1.03
Czechoslovakia,1989,1.54
Czechoslovakia,1990,1.53
Czechoslovakia,1991,NA
Czechoslovakia,1992,NA
Czechoslovakia,1993,NA
Czechoslovakia,1994,NA
Czechoslovakia,1995,NA
Czechoslovakia,1996,NA
Czechoslovakia,1997,NA
Czechoslovakia,1998,NA
Czechoslovakia,1999,NA
Czechoslovakia,2000,NA
Czechoslovakia,2001,NA
Czechoslovakia,2002,NA
Czechoslovakia,2003,NA
Czechoslovakia,2004,NA
Czechoslovakia,2005,NA
Czechoslovakia,2006,NA
Czechoslovakia,2007,NA
Czechoslovakia,2008,NA
Czechoslovakia,2009,NA
Czechoslovakia,2010,NA
Czechoslovakia,2011,NA
Czechoslovakia,2012,NA
Czechoslovakia,2013,NA
Czechoslovakia,2014,NA
Czechoslovakia,2015,NA
Chile,1949,NA
Chile,1950,NA
Chile,1951,NA
Chile,1952,NA
Chile,1953,NA
Chile,1954,0.698
Chile,1955,0.944
Chile,1956,1.24
Chile,1957,1.22
Chile,1958,1.14
Chile,1959,1.74
Chile,1960,1.22
Chile,1961,0.515
Chile,1962,0.553
Chile,1963,0.489
Chile,1964,0.56
Chile,1965,2.01
Chile,1966,0.36
Chile,1967,1.6
Chile,1968,1.46
Chile,1969,0.625
Chile,1970,0.954
Chile,1971,1.23
Chile,1972,0.9
Chile,1973,0.812
Chile,1974,0.713
Chile,1975,0.799
Chile,1976,0.704
Chile,1977,0.849
Chile,1978,0.907
Chile,1979,0.935
Chile,1980,1.04
Chile,1981,0.703
Chile,1982,NA
Chile,1983,0.712
Chile,1984,0.765
Chile,1985,0.779
Chile,1986,0.589
Chile,1987,0.779
Chile,1988,0.522
Chile,1989,0.763
Chile,1990,0.73
Chile,1991,0.738
Chile,1992,0.394
Chile,1993,0.753
Chile,1994,NA
Chile,1995,NA
Chile,1996,NA
Chile,1997,NA
Chile,1998,NA
Chile,1999,NA
Chile,2000,NA
Chile,2001,NA
Chile,2002,NA
Chile,2003,NA
Chile,2004,NA
Chile,2005,NA
Chile,2006,NA
Chile,2007,NA
Chile,2008,NA
Chile,2009,NA
Chile,2010,NA
Chile,2011,NA
Chile,2012,NA
Chile,2013,NA
Chile,2014,NA
Chile,2015,NA
Colombia,1949,NA
Colombia,1950,NA
Colombia,1951,NA
Colombia,1952,NA
Colombia,1953,NA
Colombia,1954,7.67
Colombia,1955,9.06
Colombia,1956,8.34
Colombia,1957,10.9
Colombia,1958,7.71
Colombia,1959,8.04
Colombia,1960,8.24
Colombia,1961,9.63
Colombia,1962,7.56
Colombia,1963,6.2
Colombia,1964,6.25
Colombia,1965,5.48
Colombia,1966,5.45
Colombia,1967,3.98
Colombia,1968,3.44
Colombia,1969,NA
Colombia,1970,NA
Colombia,1971,4.27
Colombia,1972,NA
Colombia,1973,NA
Colombia,1974,NA
Colombia,1975,NA
Colombia,1976,NA
Colombia,1977,NA
Colombia,1978,NA
Colombia,1979,NA
Colombia,1980,NA
Colombia,1981,NA
Colombia,1982,NA
Colombia,1983,5.22
Colombia,1984,6.19
Colombia,1985,6.81
Colombia,1986,NA
Colombia,1987,NA
Colombia,1988,NA
Colombia,1989,NA
Colombia,1990,NA
Colombia,1991,13.2
Colombia,1992,12.3
Colombia,1993,11.3
Colombia,1994,NA
Colombia,1995,NA
Colombia,1996,NA
Colombia,1997,NA
Colombia,1998,NA
Colombia,1999,NA
Colombia,2000,NA
Colombia,2001,NA
Colombia,2002,NA
Colombia,2003,NA
Colombia,2004,NA
Colombia,2005,NA
Colombia,2006,NA
Colombia,2007,NA
Colombia,2008,NA
Colombia,2009,NA
Colombia,2010,NA
Colombia,2011,NA
Colombia,2012,NA
Colombia,2013,NA
Colombia,2014,NA
Colombia,2015,NA
Costa Rica,1949,NA
Costa Rica,1950,NA
Costa Rica,1951,NA
Costa Rica,1952,NA
Costa Rica,1953,NA
Costa Rica,1954,NA
Costa Rica,1955,NA
Costa Rica,1956,NA
Costa Rica,1957,NA
Costa Rica,1958,NA
Costa Rica,1959,NA
Costa Rica,1960,1.13
Costa Rica,1961,0.89
Costa Rica,1962,1.32
Costa Rica,1963,1.28
Costa Rica,1964,2.27
Costa Rica,1965,1.24
Costa Rica,1966,2.07
Costa Rica,1967,0.309
Costa Rica,1968,1.84
Costa Rica,1969,0.84
Costa Rica,1970,3.25
Costa Rica,1971,2.18
Costa Rica,1972,2.03
Costa Rica,1973,0.717
Costa Rica,1974,1.36
Costa Rica,1975,3.59
Costa Rica,1976,0.946
Costa Rica,1977,1.07
Costa Rica,1978,1.29
Costa Rica,1979,2.95
Costa Rica,1980,1.53
Costa Rica,1981,1.13
Costa Rica,1982,0.686
Costa Rica,1983,1.65
Costa Rica,1984,1.88
Costa Rica,1985,1.92
Costa Rica,1986,1.77
Costa Rica,1987,1.07
Costa Rica,1988,2.07
Costa Rica,1989,1.85
Costa Rica,1990,1.39
Costa Rica,1991,1.59
Costa Rica,1992,1.39
Costa Rica,1993,1.44
Costa Rica,1994,1.35
Costa Rica,1995,NA
Costa Rica,1996,NA
Costa Rica,1997,NA
Costa Rica,1998,NA
Costa Rica,1999,NA
Costa Rica,2000,NA
Costa Rica,2001,NA
Costa Rica,2002,NA
Costa Rica,2003,NA
Costa Rica,2004,NA
Costa Rica,2005,NA
Costa Rica,2006,NA
Costa Rica,2007,NA
Costa Rica,2008,NA
Costa Rica,2009,NA
Costa Rica,2010,NA
Costa Rica,2011,NA
Costa Rica,2012,NA
Costa Rica,2013,NA
Costa Rica,2014,NA
Costa Rica,2015,NA
Cuba,1949,NA
Cuba,1950,NA
Cuba,1951,NA
Cuba,1952,NA
Cuba,1953,NA
Cuba,1954,NA
Cuba,1955,NA
Cuba,1956,NA
Cuba,1957,NA
Cuba,1958,NA
Cuba,1959,NA
Cuba,1960,NA
Cuba,1961,NA
Cuba,1962,NA
Cuba,1963,NA
Cuba,1964,NA
Cuba,1965,NA
Cuba,1966,NA
Cuba,1967,NA
Cuba,1968,NA
Cuba,1969,2.98
Cuba,1970,2.52
Cuba,1971,2.76
Cuba,1972,2.73
Cuba,1973,2.63
Cuba,1974,3.07
Cuba,1975,2.48
Cuba,1976,2.59
Cuba,1977,NA
Cuba,1978,NA
Cuba,1979,NA
Cuba,1980,NA
Cuba,1981,NA
Cuba,1982,NA
Cuba,1983,NA
Cuba,1984,NA
Cuba,1985,NA
Cuba,1986,NA
Cuba,1987,NA
Cuba,1988,NA
Cuba,1989,NA
Cuba,1990,NA
Cuba,1991,2.94
Cuba,1992,3.09
Cuba,1993,3.46
Cuba,1994,3.52
Cuba,1995,2.78
Cuba,1996,NA
Cuba,1997,NA
Cuba,1998,NA
Cuba,1999,NA
Cuba,2000,NA
Cuba,2001,NA
Cuba,2002,NA
Cuba,2003,NA
Cuba,2004,NA
Cuba,2005,NA
Cuba,2006,NA
Cuba,2007,NA
Cuba,2008,NA
Cuba,2009,NA
Cuba,2010,NA
Cuba,2011,NA
Cuba,2012,NA
Cuba,2013,NA
Cuba,2014,NA
Cuba,2015,NA
Cyprus,1949,NA
Cyprus,1950,NA
Cyprus,1951,NA
Cyprus,1952,NA
Cyprus,1953,NA
Cyprus,1954,NA
Cyprus,1955,NA
Cyprus,1956,NA
Cyprus,1957,NA
Cyprus,1958,NA
Cyprus,1959,NA
Cyprus,1960,NA
Cyprus,1961,NA
Cyprus,1962,NA
Cyprus,1963,NA
Cyprus,1964,NA
Cyprus,1965,NA
Cyprus,1966,NA
Cyprus,1967,NA
Cyprus,1968,NA
Cyprus,1969,NA
Cyprus,1970,NA
Cyprus,1971,NA
Cyprus,1972,NA
Cyprus,1973,NA
Cyprus,1974,NA
Cyprus,1975,NA
Cyprus,1976,NA
Cyprus,1977,NA
Cyprus,1978,NA
Cyprus,1979,NA
Cyprus,1980,NA
Cyprus,1981,NA
Cyprus,1982,NA
Cyprus,1983,NA
Cyprus,1984,NA
Cyprus,1985,NA
Cyprus,1986,NA
Cyprus,1987,NA
Cyprus,1988,NA
Cyprus,1989,NA
Cyprus,1990,NA
Cyprus,1991,NA
Cyprus,1992,NA
Cyprus,1993,NA
Cyprus,1994,NA
Cyprus,1995,NA
Cyprus,1996,NA
Cyprus,1997,NA
Cyprus,1998,NA
Cyprus,1999,NA
Cyprus,2000,NA
Cyprus,2001,NA
Cyprus,2002,NA
Cyprus,2003,0.932
Cyprus,2004,0.276
Cyprus,2005,0.767
Cyprus,2006,0.523
Cyprus,2007,0.453
Cyprus,2008,1.01
Cyprus,2009,NA
Cyprus,2010,1.45
Cyprus,2011,0.97
Cyprus,2012,0.593
Cyprus,2013,0.924
Cyprus,2014,0.543
Cyprus,2015,0.805
Czech Republic,1949,NA
Czech Republic,1950,NA
Czech Republic,1951,NA
Czech Republic,1952,NA
Czech Republic,1953,NA
Czech Republic,1954,NA
Czech Republic,1955,NA
Czech Republic,1956,NA
Czech Republic,1957,NA
Czech Republic,1958,NA
Czech Republic,1959,NA
Czech Republic,1960,NA
Czech Republic,1961,NA
Czech Republic,1962,NA
Czech Republic,1963,NA
Czech Republic,1964,NA
Czech Republic,1965,NA
Czech Republic,1966,NA
Czech Republic,1967,NA
Czech Republic,1968,NA
Czech Republic,1969,NA
Czech Republic,1970,NA
Czech Republic,1971,NA
Czech Republic,1972,NA
Czech Republic,1973,NA
Czech Republic,1974,NA
Czech Republic,1975,NA
Czech Republic,1976,NA
Czech Republic,1977,NA
Czech Republic,1978,NA
Czech Republic,1979,NA
Czech Republic,1980,NA
Czech Republic,1981,NA
Czech Republic,1982,NA
Czech Republic,1983,NA
Czech Republic,1984,NA
Czech Republic,1985,1.03
Czech Republic,1986,1.13
Czech Republic,1987,0.752
Czech Republic,1988,0.883
Czech Republic,1989,1.75
Czech Republic,1990,1.35
Czech Republic,1991,1.61
Czech Republic,1992,1.53
Czech Republic,1993,1.72
Czech Republic,1994,1.14
Czech Republic,1995,0.946
Czech Republic,1996,0.921
Czech Republic,1997,0.763
Czech Republic,1998,0.976
Czech Republic,1999,0.882
Czech Republic,2000,0.937
Czech Republic,2001,0.926
Czech Republic,2002,0.818
Czech Republic,2003,0.713
Czech Republic,2004,0.653
Czech Republic,2005,0.624
Czech Republic,2006,0.815
Czech Republic,2007,0.473
Czech Republic,2008,0.66
Czech Republic,2009,0.687
Czech Republic,2010,0.599
Czech Republic,2011,0.65
Czech Republic,2012,0.779
Czech Republic,2013,0.519
Czech Republic,2014,0.55
Czech Republic,2015,0.468
Germany,1949,NA
Germany,1950,NA
Germany,1951,NA
Germany,1952,NA
Germany,1953,NA
Germany,1954,NA
Germany,1955,NA
Germany,1956,NA
Germany,1957,NA
Germany,1958,NA
Germany,1959,NA
Germany,1960,NA
Germany,1961,NA
Germany,1962,NA
Germany,1963,NA
Germany,1964,NA
Germany,1965,NA
Germany,1966,NA
Germany,1967,NA
Germany,1968,NA
Germany,1969,NA
Germany,1970,NA
Germany,1971,NA
Germany,1972,NA
Germany,1973,NA
Germany,1974,NA
Germany,1975,NA
Germany,1976,NA
Germany,1977,NA
Germany,1978,NA
Germany,1979,NA
Germany,1980,NA
Germany,1981,NA
Germany,1982,NA
Germany,1983,NA
Germany,1984,NA
Germany,1985,NA
Germany,1986,NA
Germany,1987,NA
Germany,1988,NA
Germany,1989,0.82
Germany,1990,0.907
Germany,1991,0.94
Germany,1992,0.955
Germany,1993,0.913
Germany,1994,0.866
Germany,1995,0.805
Germany,1996,0.681
Germany,1997,0.651
Germany,1998,0.703
Germany,1999,0.663
Germany,2000,0.539
Germany,2001,0.664
Germany,2002,0.572
Germany,2003,0.577
Germany,2004,0.508
Germany,2005,0.497
Germany,2006,0.499
Germany,2007,0.465
Germany,2008,0.545
Germany,2009,0.522
Germany,2010,0.43
Germany,2011,0.442
Germany,2012,0.484
Germany,2013,0.404
Germany,2014,0.496
Germany,2015,NA
East Germany,1949,NA
East Germany,1950,NA
East Germany,1951,NA
East Germany,1952,NA
East Germany,1953,NA
East Germany,1954,NA
East Germany,1955,NA
East Germany,1956,NA
East Germany,1957,NA
East Germany,1958,NA
East Germany,1959,NA
East Germany,1960,NA
East Germany,1961,NA
East Germany,1962,NA
East Germany,1963,NA
East Germany,1964,NA
East Germany,1965,NA
East Germany,1966,NA
East Germany,1967,NA
East Germany,1968,NA
East Germany,1969,NA
East Germany,1970,NA
East Germany,1971,NA
East Germany,1972,0.487
East Germany,1973,0.506
East Germany,1974,NA
East Germany,1975,NA
East Germany,1976,NA
East Germany,1977,NA
East Germany,1978,NA
East Germany,1979,NA
East Germany,1980,NA
East Germany,1981,NA
East Germany,1982,NA
East Germany,1983,NA
East Germany,1984,NA
East Germany,1985,NA
East Germany,1986,NA
East Germany,1987,NA
East Germany,1988,0.722
East Germany,1989,0.821
East Germany,1990,NA
East Germany,1991,NA
East Germany,1992,NA
East Germany,1993,NA
East Germany,1994,NA
East Germany,1995,NA
East Germany,1996,NA
East Germany,1997,NA
East Germany,1998,NA
East Germany,1999,NA
East Germany,2000,NA
East Germany,2001,NA
East Germany,2002,NA
East Germany,2003,NA
East Germany,2004,NA
East Germany,2005,NA
East Germany,2006,NA
East Germany,2007,NA
East Germany,2008,NA
East Germany,2009,NA
East Germany,2010,NA
East Germany,2011,NA
East Germany,2012,NA
East Germany,2013,NA
East Germany,2014,NA
East Germany,2015,NA
West Germany,1949,NA
West Germany,1950,NA
West Germany,1951,0.77
West Germany,1952,0.851
West Germany,1953,0.863
West Germany,1954,0.862
West Germany,1955,0.781
West Germany,1956,0.742
West Germany,1957,0.778
West Germany,1958,0.751
West Germany,1959,0.688
West Germany,1960,0.84
West Germany,1961,0.835
West Germany,1962,0.864
West Germany,1963,0.919
West Germany,1964,0.9
West Germany,1965,1.05
West Germany,1966,1.06
West Germany,1967,0.975
West Germany,1968,1.11
West Germany,1969,1.21
West Germany,1970,1.13
West Germany,1971,1.05
West Germany,1972,0.995
West Germany,1973,1.08
West Germany,1974,1.09
West Germany,1975,1.21
West Germany,1976,1.06
West Germany,1977,1.17
West Germany,1978,1.06
West Germany,1979,1.02
West Germany,1980,1.16
West Germany,1981,1.19
West Germany,1982,1.14
West Germany,1983,1.24
West Germany,1984,1.14
West Germany,1985,1.11
West Germany,1986,1.1
West Germany,1987,1.05
West Germany,1988,0.882
West Germany,1989,0.821
West Germany,1990,NA
West Germany,1991,NA
West Germany,1992,NA
West Germany,1993,NA
West Germany,1994,NA
West Germany,1995,NA
West Germany,1996,NA
West Germany,1997,NA
West Germany,1998,NA
West Germany,1999,NA
West Germany,2000,NA
West Germany,2001,NA
West Germany,2002,NA
West Germany,2003,NA
West Germany,2004,NA
West Germany,2005,NA
West Germany,2006,NA
West Germany,2007,NA
West Germany,2008,NA
West Germany,2009,NA
West Germany,2010,NA
West Germany,2011,NA
West Germany,2012,NA
West Germany,2013,NA
West Germany,2014,NA
West Germany,2015,NA
Denmark,1949,NA
Denmark,1950,0.901
Denmark,1951,0.806
Denmark,1952,1.5
Denmark,1953,0.824
Denmark,1954,0.695
Denmark,1955,1.2
Denmark,1956,0.621
Denmark,1957,0.708
Denmark,1958,0.513
Denmark,1959,0.758
Denmark,1960,0.447
Denmark,1961,0.518
Denmark,1962,0.88
Denmark,1963,0.62
Denmark,1964,0.864
Denmark,1965,0.584
Denmark,1966,0.594
Denmark,1967,0.864
Denmark,1968,0.568
Denmark,1969,0.7
Denmark,1970,1.07
Denmark,1971,0.675
Denmark,1972,1.08
Denmark,1973,0.97
Denmark,1974,0.709
Denmark,1975,0.838
Denmark,1976,0.749
Denmark,1977,0.451
Denmark,1978,1.25
Denmark,1979,1.49
Denmark,1980,1.11
Denmark,1981,1.16
Denmark,1982,0.889
Denmark,1983,1.02
Denmark,1984,1.1
Denmark,1985,1.12
Denmark,1986,0.926
Denmark,1987,1.21
Denmark,1988,1.36
Denmark,1989,1.07
Denmark,1990,1.66
Denmark,1991,1.2
Denmark,1992,0.984
Denmark,1993,0.907
Denmark,1994,0.775
Denmark,1995,0.739
Denmark,1996,0.967
Denmark,1997,0.893
Denmark,1998,1.03
Denmark,1999,1.14
Denmark,2000,0.533
Denmark,2001,0.395
Denmark,2002,0.925
Denmark,2003,0.436
Denmark,2004,0.593
Denmark,2005,0.469
Denmark,2006,0.625
Denmark,2007,0.515
Denmark,2008,0.485
Denmark,2009,0.654
Denmark,2010,0.409
Denmark,2011,0.218
Denmark,2012,0.213
Denmark,2013,0.609
Denmark,2014,0.342
Denmark,2015,NA
Dominican Republic,1949,NA
Dominican Republic,1950,NA
Dominican Republic,1951,NA
Dominican Republic,1952,NA
Dominican Republic,1953,NA
Dominican Republic,1954,NA
Dominican Republic,1955,NA
Dominican Republic,1956,NA
Dominican Republic,1957,NA
Dominican Republic,1958,NA
Dominican Republic,1959,NA
Dominican Republic,1960,NA
Dominican Republic,1961,NA
Dominican Republic,1962,NA
Dominican Republic,1963,NA
Dominican Republic,1964,NA
Dominican Republic,1965,NA
Dominican Republic,1966,NA
Dominican Republic,1967,NA
Dominican Republic,1968,NA
Dominican Republic,1969,4.28
Dominican Republic,1970,3.43
Dominican Republic,1971,2.56
Dominican Republic,1972,2.18
Dominican Republic,1973,2.75
Dominican Republic,1974,1.33
Dominican Republic,1975,2.88
Dominican Republic,1976,2.46
Dominican Republic,1977,2.07
Dominican Republic,1978,2.39
Dominican Republic,1979,1.71
Dominican Republic,1980,1.17
Dominican Republic,1981,2.13
Dominican Republic,1982,2.24
Dominican Republic,1983,1.7
Dominican Republic,1984,1.19
Dominican Republic,1985,NA
Dominican Republic,1986,NA
Dominican Republic,1987,NA
Dominican Republic,1988,NA
Dominican Republic,1989,NA
Dominican Republic,1990,NA
Dominican Republic,1991,NA
Dominican Republic,1992,NA
Dominican Republic,1993,NA
Dominican Republic,1994,NA
Dominican Republic,1995,NA
Dominican Republic,1996,NA
Dominican Republic,1997,NA
Dominican Republic,1998,NA
Dominican Republic,1999,NA
Dominican Republic,2000,NA
Dominican Republic,2001,NA
Dominican Republic,2002,NA
Dominican Republic,2003,NA
Dominican Republic,2004,NA
Dominican Republic,2005,NA
Dominican Republic,2006,NA
Dominican Republic,2007,NA
Dominican Republic,2008,NA
Dominican Republic,2009,NA
Dominican Republic,2010,NA
Dominican Republic,2011,NA
Dominican Republic,2012,NA
Dominican Republic,2013,NA
Dominican Republic,2014,NA
Dominican Republic,2015,NA
Ecuador,1949,NA
Ecuador,1950,NA
Ecuador,1951,NA
Ecuador,1952,NA
Ecuador,1953,NA
Ecuador,1954,NA
Ecuador,1955,NA
Ecuador,1956,NA
Ecuador,1957,NA
Ecuador,1958,NA
Ecuador,1959,NA
Ecuador,1960,2.03
Ecuador,1961,NA
Ecuador,1962,2.2
Ecuador,1963,1.65
Ecuador,1964,NA
Ecuador,1965,NA
Ecuador,1966,NA
Ecuador,1967,NA
Ecuador,1968,NA
Ecuador,1969,NA
Ecuador,1970,NA
Ecuador,1971,NA
Ecuador,1972,NA
Ecuador,1973,NA
Ecuador,1974,NA
Ecuador,1975,NA
Ecuador,1976,2.55
Ecuador,1977,2.18
Ecuador,1978,1.53
Ecuador,1979,2.03
Ecuador,1980,NA
Ecuador,1981,2.13
Ecuador,1982,NA
Ecuador,1983,2.28
Ecuador,1984,2.8
Ecuador,1985,2.63
Ecuador,1986,2.89
Ecuador,1987,2.38
Ecuador,1988,NA
Ecuador,1989,NA
Ecuador,1990,2.51
Ecuador,1991,NA
Ecuador,1992,NA
Ecuador,1993,NA
Ecuador,1994,NA
Ecuador,1995,NA
Ecuador,1996,NA
Ecuador,1997,NA
Ecuador,1998,NA
Ecuador,1999,NA
Ecuador,2000,NA
Ecuador,2001,NA
Ecuador,2002,NA
Ecuador,2003,NA
Ecuador,2004,NA
Ecuador,2005,NA
Ecuador,2006,NA
Ecuador,2007,NA
Ecuador,2008,NA
Ecuador,2009,NA
Ecuador,2010,NA
Ecuador,2011,NA
Ecuador,2012,NA
Ecuador,2013,NA
Ecuador,2014,NA
Ecuador,2015,NA
Egypt,1949,NA
Egypt,1950,NA
Egypt,1951,NA
Egypt,1952,NA
Egypt,1953,NA
Egypt,1954,0.618
Egypt,1955,0.668
Egypt,1956,0.645
Egypt,1957,0.558
Egypt,1958,0.945
Egypt,1959,1.11
Egypt,1960,1.51
Egypt,1961,1.21
Egypt,1962,1.23
Egypt,1963,NA
Egypt,1964,NA
Egypt,1965,NA
Egypt,1966,NA
Egypt,1967,NA
Egypt,1968,NA
Egypt,1969,NA
Egypt,1970,NA
Egypt,1971,NA
Egypt,1972,NA
Egypt,1973,NA
Egypt,1974,NA
Egypt,1975,NA
Egypt,1976,NA
Egypt,1977,NA
Egypt,1978,NA
Egypt,1979,NA
Egypt,1980,NA
Egypt,1981,NA
Egypt,1982,NA
Egypt,1983,NA
Egypt,1984,NA
Egypt,1985,NA
Egypt,1986,NA
Egypt,1987,NA
Egypt,1988,NA
Egypt,1989,NA
Egypt,1990,NA
Egypt,1991,NA
Egypt,1992,NA
Egypt,1993,NA
Egypt,1994,NA
Egypt,1995,NA
Egypt,1996,NA
Egypt,1997,NA
Egypt,1998,NA
Egypt,1999,NA
Egypt,2000,NA
Egypt,2001,NA
Egypt,2002,NA
Egypt,2003,0.0585
Egypt,2004,0.0684
Egypt,2005,0.0484
Egypt,2006,0.0287
Egypt,2007,0.026
Egypt,2008,NA
Egypt,2009,NA
Egypt,2010,NA
Egypt,2011,NA
Egypt,2012,NA
Egypt,2013,0.0833
Egypt,2014,0.0603
Egypt,2015,NA
Spain,1949,NA
Spain,1950,0.15
Spain,1951,0.263
Spain,1952,0.12
Spain,1953,0.14
Spain,1954,0.125
Spain,1955,0.235
Spain,1956,0.223
Spain,1957,0.224
Spain,1958,0.15
Spain,1959,0.167
Spain,1960,0.0812
Spain,1961,0.0569
Spain,1962,0.104
Spain,1963,0.0305
Spain,1964,0.0895
Spain,1965,0.0674
Spain,1966,0.0671
Spain,1967,0.0517
Spain,1968,0.159
Spain,1969,NA
Spain,1970,0.178
Spain,1971,0.197
Spain,1972,0.152
Spain,1973,0.259
Spain,1974,0.308
Spain,1975,0.271
Spain,1976,0.251
Spain,1977,0.344
Spain,1978,0.333
Spain,1979,0.366
Spain,1980,0.368
Spain,1981,0.317
Spain,1982,0.37
Spain,1983,0.4
Spain,1984,0.38
Spain,1985,0.431
Spain,1986,0.65
Spain,1987,0.442
Spain,1988,0.348
Spain,1989,0.489
Spain,1990,0.428
Spain,1991,0.421
Spain,1992,0.529
Spain,1993,0.408
Spain,1994,0.389
Spain,1995,0.48
Spain,1996,0.425
Spain,1997,0.4
Spain,1998,0.405
Spain,1999,0.484
Spain,2000,0.412
Spain,2001,0.419
Spain,2002,0.526
Spain,2003,0.919
Spain,2004,0.375
Spain,2005,0.48
Spain,2006,0.451
Spain,2007,0.437
Spain,2008,0.336
Spain,2009,0.434
Spain,2010,0.415
Spain,2011,0.333
Spain,2012,0.392
Spain,2013,0.379
Spain,2014,0.474
Spain,2015,NA
Estonia,1949,NA
Estonia,1950,NA
Estonia,1951,NA
Estonia,1952,NA
Estonia,1953,NA
Estonia,1954,NA
Estonia,1955,NA
Estonia,1956,NA
Estonia,1957,NA
Estonia,1958,NA
